# delay [ms], bytes_sent
81,10
81,10
81,0
81,0
81,10
81,0
81,0
81,0
81,0
352,10
81,0
81,0
81,10
81,8
81,10
81,0
333,7
81,9
81,0
81,10
81,9
81,0
81,0
81,10
81,0
81,10
81,0
81,10
81,10
81,2
81,0
81,10
81,10
81,10
81,0
81,8
81,10
81,10
81,0
81,7
81,0
81,6
81,10
81,10
81,0
81,10
81,8
81,0
81,10
81,3
81,0
81,0
81,0
81,0
81,10
81,0
81,10
351,10
81,10
81,10
81,0
81,8
81,10
81,10
81,0
81,0
81,3
81,0
81,8
81,10
81,0
81,10
81,10
81,5
81,10
81,0
81,10
81,0
81,10
81,0
81,10
81,0
81,10
81,10
81,1
81,10
81,10
81,10
81,0
270,0
81,0
81,10
81,0
81,10
81,10
81,3
81,0
81,10
81,10
81,7
81,0
81,8
81,0
81,10
325,6
81,10
81,0
81,4
81,0
81,0
81,8
81,10
81,0
81,4
81,10
81,5
81,0
81,10
81,2
81,10
81,10
81,10
81,9
81,0
81,0
81,8
81,10
81,10
81,3
370,10
81,0
81,9
81,10
81,10
81,8
81,10
81,2
81,10
81,0
81,10
81,0
81,0
81,3
81,0
81,10
473,0
81,10
81,0
81,10
81,1
81,10
81,10
81,0
81,10
81,10
81,10
81,0
81,10
81,10
81,0
81,0
354,10
81,0
81,10
81,10
81,4
81,0
323,6
350,10
81,0
81,10
81,10
81,10
81,3
81,0
81,2
81,0
81,10
81,10
81,0
81,0
81,10
81,10
81,1
352,10
81,0
81,10
81,0
351,10
81,10
81,10
81,10
276,0
352,10
81,8
81,10
81,0
81,0
377,10
81,10
81,5
81,10
357,10
81,10
81,0
81,0
81,4
81,9
81,0
81,0
81,10
369,10
81,10
81,0
81,2
81,10
81,9
81,3
81,0
81,10
81,10
81,10
81,10
81,0
81,10
81,0
81,0
81,0
81,10
81,0
351,10
81,0
81,0
81,10
81,10
81,0
81,10
81,5
81,10
81,10
81,10
81,0
81,0
81,0
81,3
