# timestamp [ms], type, package_type, source, dest, package_size
1770,SEND,DATA,AB,AD,149
3137,SEND,DATA_RETRY,AB,AD,149
4505,SEND,DATA_RETRY,AB,AD,149
5874,SEND,DATA_RETRY,AB,AD,149
7281,SEND,DATA,AB,AD,150
7362,RECEIVE,ACK,AD,AB,0
8596,SEND,DATA,AB,AD,141
9904,SEND,DATA_RETRY,AB,AD,141
9985,RECEIVE,ACK,AD,AB,0
11273,SEND,DATA,AB,AD,148
11354,RECEIVE,ACK,AD,AB,0
12660,SEND,DATA,AB,AD,150
12741,RECEIVE,ACK,AD,AB,0
13892,SEND,DATA,AB,AD,131
13973,RECEIVE,ACK,AD,AB,0
15278,SEND,DATA,AB,AD,150
15359,RECEIVE,ACK,AD,AB,0
16669,SEND,DATA,AB,AD,150
16750,RECEIVE,ACK,AD,AB,0
17935,SEND,DATA,AB,AD,135
18016,RECEIVE,ACK,AD,AB,0
19282,SEND,DATA,AB,AD,145
19363,RECEIVE,ACK,AD,AB,0
20669,SEND,DATA,AB,AD,150
20750,RECEIVE,ACK,AD,AB,0
21997,SEND,DATA,AB,AD,143
22078,RECEIVE,ACK,AD,AB,0
23383,SEND,DATA,AB,AD,150
23464,RECEIVE,ACK,AD,AB,0
24773,SEND,DATA,AB,AD,150
24854,RECEIVE,ACK,AD,AB,0
25991,SEND,DATA,AB,AD,129
26072,RECEIVE,ACK,AD,AB,0
27222,SEND,DATA,AB,AD,131
28451,SEND,DATA_RETRY,AB,AD,131
28532,RECEIVE,ACK,AD,AB,0
29693,SEND,DATA,AB,AD,132
30929,SEND,DATA_RETRY,AB,AD,132
31010,RECEIVE,ACK,AD,AB,0
32315,SEND,DATA,AB,AD,150
33694,SEND,DATA_RETRY,AB,AD,150
33775,RECEIVE,ACK,AD,AB,0
34982,SEND,DATA,AB,AD,138
35063,RECEIVE,ACK,AD,AB,0
36326,SEND,DATA,AB,AD,145
36407,RECEIVE,ACK,AD,AB,0
37714,SEND,DATA,AB,AD,150
37795,RECEIVE,ACK,AD,AB,0
39103,SEND,DATA,AB,AD,150
40485,SEND,DATA_RETRY,AB,AD,150
40566,RECEIVE,ACK,AD,AB,0
41874,SEND,DATA,AB,AD,150
43252,SEND,DATA_RETRY,AB,AD,150
44630,SEND,DATA_RETRY,AB,AD,150
46005,SEND,DATA_RETRY,AB,AD,150
47404,SEND,DATA,AB,AD,150
47485,RECEIVE,ACK,AD,AB,0
48794,SEND,DATA,AB,AD,150
50176,SEND,DATA_RETRY,AB,AD,150
51557,SEND,DATA_RETRY,AB,AD,150
52935,SEND,DATA_RETRY,AB,AD,150
53016,RECEIVE,ACK,AD,AB,0
54271,SEND,DATA,AB,AD,144
54352,RECEIVE,ACK,AD,AB,0
55660,SEND,DATA,AB,AD,150
55741,RECEIVE,ACK,AD,AB,0
57047,SEND,DATA,AB,AD,150
58425,SEND,DATA_RETRY,AB,AD,150
58506,RECEIVE,ACK,AD,AB,0
59641,SEND,DATA,AB,AD,129
59722,RECEIVE,ACK,AD,AB,0
61027,SEND,DATA,AB,AD,150
61108,RECEIVE,ACK,AD,AB,0
62413,SEND,DATA,AB,AD,150
