# timestamp [ms], type, package_type, source, dest, package_size
970,SEND,DATA,AB,AD,49
1051,RECEIVE,ACK,AD,AB,0
1559,SEND,DATA,AB,AD,50
1640,RECEIVE,ACK,AD,AB,0
2143,SEND,DATA,AB,AD,50
2224,RECEIVE,ACK,AD,AB,0
2724,SEND,DATA,AB,AD,50
2805,RECEIVE,ACK,AD,AB,0
3321,SEND,DATA,AB,AD,50
3402,RECEIVE,ACK,AD,AB,0
3894,SEND,DATA,AB,AD,49
3975,RECEIVE,ACK,AD,AB,0
4413,SEND,DATA,AB,AD,42
4938,SEND,DATA_RETRY,AB,AD,42
5019,RECEIVE,ACK,AD,AB,0
5526,SEND,DATA,AB,AD,50
5607,RECEIVE,ACK,AD,AB,0
6114,SEND,DATA,AB,AD,50
6195,RECEIVE,ACK,AD,AB,0
6614,SEND,DATA,AB,AD,40
6695,RECEIVE,ACK,AD,AB,0
7198,SEND,DATA,AB,AD,50
7279,RECEIVE,ACK,AD,AB,0
7785,SEND,DATA,AB,AD,50
7866,RECEIVE,ACK,AD,AB,0
8287,SEND,DATA,AB,AD,40
8368,RECEIVE,ACK,AD,AB,0
8873,SEND,DATA,AB,AD,50
8954,RECEIVE,ACK,AD,AB,0
9258,SEND,DATA,AB,AD,25
9339,RECEIVE,ACK,AD,AB,0
9848,SEND,DATA,AB,AD,50
9929,RECEIVE,ACK,AD,AB,0
10401,SEND,DATA,AB,AD,46
10482,RECEIVE,ACK,AD,AB,0
10986,SEND,DATA,AB,AD,50
11067,RECEIVE,ACK,AD,AB,0
11393,SEND,DATA,AB,AD,28
11805,SEND,DATA_RETRY,AB,AD,28
11886,RECEIVE,ACK,AD,AB,0
12402,SEND,DATA,AB,AD,50
12483,RECEIVE,ACK,AD,AB,0
12989,SEND,DATA,AB,AD,50
13070,RECEIVE,ACK,AD,AB,0
13438,SEND,DATA,AB,AD,33
13892,SEND,DATA_RETRY,AB,AD,33
14337,SEND,DATA_RETRY,AB,AD,33
14418,RECEIVE,ACK,AD,AB,0
14735,SEND,DATA,AB,AD,27
15136,SEND,DATA_RETRY,AB,AD,27
15217,RECEIVE,ACK,AD,AB,0
15721,SEND,DATA,AB,AD,50
15802,RECEIVE,ACK,AD,AB,0
16296,SEND,DATA,AB,AD,49
16377,RECEIVE,ACK,AD,AB,0
16878,SEND,DATA,AB,AD,50
16959,RECEIVE,ACK,AD,AB,0
17420,SEND,DATA,AB,AD,45
17501,RECEIVE,ACK,AD,AB,0
18010,SEND,DATA,AB,AD,50
18091,RECEIVE,ACK,AD,AB,0
18591,SEND,DATA,AB,AD,50
19184,SEND,DATA_RETRY,AB,AD,50
19768,SEND,DATA_RETRY,AB,AD,50
19849,RECEIVE,ACK,AD,AB,0
20321,SEND,DATA,AB,AD,46
20402,RECEIVE,ACK,AD,AB,0
20814,SEND,DATA,AB,AD,39
20895,RECEIVE,ACK,AD,AB,0
21321,SEND,DATA,AB,AD,40
21402,RECEIVE,ACK,AD,AB,0
21808,SEND,DATA,AB,AD,38
21889,RECEIVE,ACK,AD,AB,0
22304,SEND,DATA,AB,AD,39
22806,SEND,DATA_RETRY,AB,AD,39
22887,RECEIVE,ACK,AD,AB,0
23225,SEND,DATA,AB,AD,28
23306,RECEIVE,ACK,AD,AB,0
23808,SEND,DATA,AB,AD,50
23889,RECEIVE,ACK,AD,AB,0
24392,SEND,DATA,AB,AD,50
24981,SEND,DATA_RETRY,AB,AD,50
25062,RECEIVE,ACK,AD,AB,0
25568,SEND,DATA,AB,AD,50
25649,RECEIVE,ACK,AD,AB,0
26005,SEND,DATA,AB,AD,32
26086,RECEIVE,ACK,AD,AB,0
26590,SEND,DATA,AB,AD,50
26671,RECEIVE,ACK,AD,AB,0
27022,SEND,DATA,AB,AD,31
27462,SEND,DATA_RETRY,AB,AD,31
27543,RECEIVE,ACK,AD,AB,0
28047,SEND,DATA,AB,AD,50
28128,RECEIVE,ACK,AD,AB,0
28633,SEND,DATA,AB,AD,50
29225,SEND,DATA_RETRY,AB,AD,50
29833,SEND,DATA_RETRY,AB,AD,50
30425,SEND,DATA_RETRY,AB,AD,50
30506,RECEIVE,ACK,AD,AB,0
31011,SEND,DATA,AB,AD,50
31092,RECEIVE,ACK,AD,AB,0
31604,SEND,DATA,AB,AD,50
32195,SEND,DATA_RETRY,AB,AD,50
32776,SEND,DATA_RETRY,AB,AD,50
32857,RECEIVE,ACK,AD,AB,0
33363,SEND,DATA,AB,AD,50
33444,RECEIVE,ACK,AD,AB,0
33719,SEND,DATA,AB,AD,22
33800,RECEIVE,ACK,AD,AB,0
34305,SEND,DATA,AB,AD,50
34895,SEND,DATA_RETRY,AB,AD,50
35487,SEND,DATA_RETRY,AB,AD,50
36077,SEND,DATA_RETRY,AB,AD,50
36158,RECEIVE,ACK,AD,AB,0
36667,SEND,DATA,AB,AD,50
36748,RECEIVE,ACK,AD,AB,0
37249,SEND,DATA,AB,AD,50
37330,RECEIVE,ACK,AD,AB,0
37688,SEND,DATA,AB,AD,32
37769,RECEIVE,ACK,AD,AB,0
38274,SEND,DATA,AB,AD,50
38355,RECEIVE,ACK,AD,AB,0
38826,SEND,DATA,AB,AD,46
38907,RECEIVE,ACK,AD,AB,0
39319,SEND,DATA,AB,AD,39
39400,RECEIVE,ACK,AD,AB,0
39911,SEND,DATA,AB,AD,50
40493,SEND,DATA_RETRY,AB,AD,50
40574,RECEIVE,ACK,AD,AB,0
41082,SEND,DATA,AB,AD,50
41663,SEND,DATA_RETRY,AB,AD,50
41744,RECEIVE,ACK,AD,AB,0
