# timestamp [ms], type, package_type, source, dest, package_size
526,SEND,DATA,AD,AB,1
717,SEND,DATA_RETRY,AD,AB,1
905,SEND,DATA_RETRY,AD,AB,1
1105,SEND,DATA_RETRY,AD,AB,1
1302,SEND,DATA,AD,AB,1
1495,SEND,DATA_RETRY,AD,AB,1
1693,SEND,DATA_RETRY,AD,AB,1
1887,SEND,DATA_RETRY,AD,AB,1
2082,SEND,DATA,AD,AB,1
2279,SEND,DATA_RETRY,AD,AB,1
2473,SEND,DATA_RETRY,AD,AB,1
2671,SEND,DATA_RETRY,AD,AB,1
2874,SEND,DATA,AD,AB,1
3070,SEND,DATA_RETRY,AD,AB,1
3264,SEND,DATA_RETRY,AD,AB,1
3345,RECEIVE,ACK,AB,AD,0
3443,SEND,DATA,AD,AB,0
3623,SEND,DATA_RETRY,AD,AB,0
3812,SEND,DATA_RETRY,AD,AB,0
3992,SEND,DATA_RETRY,AD,AB,0
4199,SEND,DATA,AD,AB,1
4386,SEND,DATA_RETRY,AD,AB,1
4586,SEND,DATA_RETRY,AD,AB,1
4778,SEND,DATA_RETRY,AD,AB,1
4975,SEND,DATA,AD,AB,1
5166,SEND,DATA_RETRY,AD,AB,1
5356,SEND,DATA_RETRY,AD,AB,1
5545,SEND,DATA_RETRY,AD,AB,1
5750,SEND,DATA,AD,AB,1
5937,SEND,DATA_RETRY,AD,AB,1
6132,SEND,DATA_RETRY,AD,AB,1
6323,SEND,DATA_RETRY,AD,AB,1
6526,SEND,DATA,AD,AB,1
6713,SEND,DATA_RETRY,AD,AB,1
6902,SEND,DATA_RETRY,AD,AB,1
7090,SEND,DATA_RETRY,AD,AB,1
7171,RECEIVE,ACK,AB,AD,0
7268,SEND,DATA,AD,AB,0
7452,SEND,DATA_RETRY,AD,AB,0
7636,SEND,DATA_RETRY,AD,AB,0
7815,SEND,DATA_RETRY,AD,AB,0
8026,SEND,DATA,AD,AB,1
8221,SEND,DATA_RETRY,AD,AB,1
8418,SEND,DATA_RETRY,AD,AB,1
8613,SEND,DATA_RETRY,AD,AB,1
8818,SEND,DATA,AD,AB,1
9010,SEND,DATA_RETRY,AD,AB,1
9202,SEND,DATA_RETRY,AD,AB,1
9396,SEND,DATA_RETRY,AD,AB,1
9600,SEND,DATA,AD,AB,1
9799,SEND,DATA_RETRY,AD,AB,1
9986,SEND,DATA_RETRY,AD,AB,1
10183,SEND,DATA_RETRY,AD,AB,1
10376,SEND,DATA,AD,AB,1
10563,SEND,DATA_RETRY,AD,AB,1
10751,SEND,DATA_RETRY,AD,AB,1
10949,SEND,DATA_RETRY,AD,AB,1
11147,SEND,DATA,AD,AB,1
11334,SEND,DATA_RETRY,AD,AB,1
11529,SEND,DATA_RETRY,AD,AB,1
11716,SEND,DATA_RETRY,AD,AB,1
11909,SEND,DATA,AD,AB,1
12097,SEND,DATA_RETRY,AD,AB,1
12291,SEND,DATA_RETRY,AD,AB,1
12489,SEND,DATA_RETRY,AD,AB,1
12696,SEND,DATA,AD,AB,1
12894,SEND,DATA_RETRY,AD,AB,1
