# timestamp [ms], type, package_type, source, dest, package_size
2154,SEND,DATA,AB,AD,197
3907,SEND,DATA_RETRY,AB,AD,197
3989,RECEIVE,ACK,AD,AB,0
5676,SEND,DATA,AB,AD,197
7432,SEND,DATA_RETRY,AB,AD,197
9183,SEND,DATA_RETRY,AB,AD,197
9265,RECEIVE,ACK,AD,AB,0
10953,SEND,DATA,AB,AD,197
12705,SEND,DATA_RETRY,AB,AD,197
14469,SEND,DATA_RETRY,AB,AD,197
14551,RECEIVE,ACK,AD,AB,0
16236,SEND,DATA,AB,AD,197
16318,RECEIVE,ACK,AD,AB,0
17914,SEND,DATA,AB,AD,186
19578,SEND,DATA_RETRY,AB,AD,186
19660,RECEIVE,ACK,AD,AB,0
21346,SEND,DATA,AB,AD,197
21428,RECEIVE,ACK,AD,AB,0
22888,SEND,DATA,AB,AD,169
22969,RECEIVE,ACK,AD,AB,0
24492,SEND,DATA,AB,AD,177
26088,SEND,DATA_RETRY,AB,AD,177
27682,SEND,DATA_RETRY,AB,AD,177
27763,RECEIVE,ACK,AD,AB,0
29255,SEND,DATA,AB,AD,173
30816,SEND,DATA_RETRY,AB,AD,173
32381,SEND,DATA_RETRY,AB,AD,173
32462,RECEIVE,ACK,AD,AB,0
34044,SEND,DATA,AB,AD,184
35695,SEND,DATA_RETRY,AB,AD,184
35777,RECEIVE,ACK,AD,AB,0
37365,SEND,DATA,AB,AD,185
39024,SEND,DATA_RETRY,AB,AD,185
40687,SEND,DATA_RETRY,AB,AD,185
42350,SEND,DATA_RETRY,AB,AD,185
44125,SEND,DATA,AB,AD,197
45877,SEND,DATA_RETRY,AB,AD,197
47643,SEND,DATA_RETRY,AB,AD,197
47725,RECEIVE,ACK,AD,AB,0
49314,SEND,DATA,AB,AD,185
50969,SEND,DATA_RETRY,AB,AD,185
51051,RECEIVE,ACK,AD,AB,0
52616,SEND,DATA,AB,AD,182
54251,SEND,DATA_RETRY,AB,AD,182
55894,SEND,DATA_RETRY,AB,AD,182
57527,SEND,DATA_RETRY,AB,AD,182
57609,RECEIVE,ACK,AD,AB,0
59303,SEND,DATA,AB,AD,197
61059,SEND,DATA_RETRY,AB,AD,197
62829,SEND,DATA_RETRY,AB,AD,197
