# timestamp [ms], type, package_type, source, dest, package_size
659,SEND,DATA,AB,AD,10
740,RECEIVE,ACK,AD,AB,0
836,SEND,DATA,AB,AD,0
917,RECEIVE,ACK,AD,AB,0
1094,SEND,DATA,AB,AD,10
1175,RECEIVE,ACK,AD,AB,0
1343,SEND,DATA,AB,AD,9
1424,RECEIVE,ACK,AD,AB,0
1601,SEND,DATA,AB,AD,10
1682,RECEIVE,ACK,AD,AB,0
1843,SEND,DATA,AB,AD,8
1924,RECEIVE,ACK,AD,AB,0
2038,SEND,DATA,AB,AD,2
2119,RECEIVE,ACK,AD,AB,0
2297,SEND,DATA,AB,AD,10
2378,RECEIVE,ACK,AD,AB,0
2486,SEND,DATA,AB,AD,0
2567,RECEIVE,ACK,AD,AB,0
2748,SEND,DATA,AB,AD,10
2829,RECEIVE,ACK,AD,AB,0
3009,SEND,DATA,AB,AD,10
3090,RECEIVE,ACK,AD,AB,0
3270,SEND,DATA,AB,AD,10
3351,RECEIVE,ACK,AD,AB,0
3448,SEND,DATA,AB,AD,0
3529,RECEIVE,ACK,AD,AB,0
3689,SEND,DATA,AB,AD,8
3770,RECEIVE,ACK,AD,AB,0
3933,SEND,DATA,AB,AD,8
4014,RECEIVE,ACK,AD,AB,0
4200,SEND,DATA,AB,AD,10
4281,RECEIVE,ACK,AD,AB,0
4435,SEND,DATA,AB,AD,7
4516,RECEIVE,ACK,AD,AB,0
4614,SEND,DATA,AB,AD,0
4695,RECEIVE,ACK,AD,AB,0
4790,SEND,DATA,AB,AD,0
4871,RECEIVE,ACK,AD,AB,0
4967,SEND,DATA,AB,AD,0
5048,RECEIVE,ACK,AD,AB,0
5226,SEND,DATA,AB,AD,10
5487,SEND,DATA_RETRY,AB,AD,10
5568,RECEIVE,ACK,AD,AB,0
5736,SEND,DATA,AB,AD,9
5817,RECEIVE,ACK,AD,AB,0
5995,SEND,DATA,AB,AD,10
6076,RECEIVE,ACK,AD,AB,0
6173,SEND,DATA,AB,AD,0
6254,RECEIVE,ACK,AD,AB,0
6433,SEND,DATA,AB,AD,10
6514,RECEIVE,ACK,AD,AB,0
6636,SEND,DATA,AB,AD,3
6717,RECEIVE,ACK,AD,AB,0
6840,SEND,DATA,AB,AD,3
6921,RECEIVE,ACK,AD,AB,0
7076,SEND,DATA,AB,AD,7
7157,RECEIVE,ACK,AD,AB,0
7334,SEND,DATA,AB,AD,10
7415,RECEIVE,ACK,AD,AB,0
7592,SEND,DATA,AB,AD,10
7673,RECEIVE,ACK,AD,AB,0
7836,SEND,DATA,AB,AD,8
7917,RECEIVE,ACK,AD,AB,0
8094,SEND,DATA,AB,AD,10
8175,RECEIVE,ACK,AD,AB,0
8353,SEND,DATA,AB,AD,10
8434,RECEIVE,ACK,AD,AB,0
8530,SEND,DATA,AB,AD,0
8611,RECEIVE,ACK,AD,AB,0
8789,SEND,DATA,AB,AD,10
8870,RECEIVE,ACK,AD,AB,0
9038,SEND,DATA,AB,AD,9
9119,RECEIVE,ACK,AD,AB,0
9296,SEND,DATA,AB,AD,10
9377,RECEIVE,ACK,AD,AB,0
9555,SEND,DATA,AB,AD,10
9636,RECEIVE,ACK,AD,AB,0
9731,SEND,DATA,AB,AD,0
9812,RECEIVE,ACK,AD,AB,0
9920,SEND,DATA,AB,AD,0
10001,RECEIVE,ACK,AD,AB,0
10181,SEND,DATA,AB,AD,10
10262,RECEIVE,ACK,AD,AB,0
10443,SEND,DATA,AB,AD,10
10524,RECEIVE,ACK,AD,AB,0
10702,SEND,DATA,AB,AD,10
10783,RECEIVE,ACK,AD,AB,0
10880,SEND,DATA,AB,AD,0
10961,RECEIVE,ACK,AD,AB,0
11142,SEND,DATA,AB,AD,10
11223,RECEIVE,ACK,AD,AB,0
11401,SEND,DATA,AB,AD,10
11482,RECEIVE,ACK,AD,AB,0
11578,SEND,DATA,AB,AD,0
11659,RECEIVE,ACK,AD,AB,0
11756,SEND,DATA,AB,AD,0
11837,RECEIVE,ACK,AD,AB,0
11950,SEND,DATA,AB,AD,2
12031,RECEIVE,ACK,AD,AB,0
12139,SEND,DATA,AB,AD,0
12220,RECEIVE,ACK,AD,AB,0
12399,SEND,DATA,AB,AD,10
12480,RECEIVE,ACK,AD,AB,0
12579,SEND,DATA,AB,AD,0
12660,RECEIVE,ACK,AD,AB,0
12756,SEND,DATA,AB,AD,0
12837,RECEIVE,ACK,AD,AB,0
13016,SEND,DATA,AB,AD,10
13097,RECEIVE,ACK,AD,AB,0
13195,SEND,DATA,AB,AD,0
13276,RECEIVE,ACK,AD,AB,0
13374,SEND,DATA,AB,AD,0
13455,RECEIVE,ACK,AD,AB,0
13610,SEND,DATA,AB,AD,7
13691,RECEIVE,ACK,AD,AB,0
13869,SEND,DATA,AB,AD,10
13950,RECEIVE,ACK,AD,AB,0
14045,SEND,DATA,AB,AD,0
14126,RECEIVE,ACK,AD,AB,0
14224,SEND,DATA,AB,AD,0
14305,RECEIVE,ACK,AD,AB,0
14435,SEND,DATA,AB,AD,4
14516,RECEIVE,ACK,AD,AB,0
14696,SEND,DATA,AB,AD,10
14777,RECEIVE,ACK,AD,AB,0
14874,SEND,DATA,AB,AD,0
14955,RECEIVE,ACK,AD,AB,0
15068,SEND,DATA,AB,AD,2
15149,RECEIVE,ACK,AD,AB,0
15244,SEND,DATA,AB,AD,0
15325,RECEIVE,ACK,AD,AB,0
15509,SEND,DATA,AB,AD,10
15590,RECEIVE,ACK,AD,AB,0
15686,SEND,DATA,AB,AD,0
15767,RECEIVE,ACK,AD,AB,0
15946,SEND,DATA,AB,AD,10
16027,RECEIVE,ACK,AD,AB,0
16122,SEND,DATA,AB,AD,0
16203,RECEIVE,ACK,AD,AB,0
16301,SEND,DATA,AB,AD,0
16382,RECEIVE,ACK,AD,AB,0
16478,SEND,DATA,AB,AD,0
16559,RECEIVE,ACK,AD,AB,0
16738,SEND,DATA,AB,AD,10
16819,RECEIVE,ACK,AD,AB,0
16915,SEND,DATA,AB,AD,0
16996,RECEIVE,ACK,AD,AB,0
17177,SEND,DATA,AB,AD,10
17258,RECEIVE,ACK,AD,AB,0
17438,SEND,DATA,AB,AD,10
17519,RECEIVE,ACK,AD,AB,0
17699,SEND,DATA,AB,AD,10
17780,RECEIVE,ACK,AD,AB,0
17943,SEND,DATA,AB,AD,8
18024,RECEIVE,ACK,AD,AB,0
18120,SEND,DATA,AB,AD,0
18201,RECEIVE,ACK,AD,AB,0
18304,SEND,DATA,AB,AD,0
18385,RECEIVE,ACK,AD,AB,0
18480,SEND,DATA,AB,AD,0
18561,RECEIVE,ACK,AD,AB,0
18740,SEND,DATA,AB,AD,10
18821,RECEIVE,ACK,AD,AB,0
18916,SEND,DATA,AB,AD,0
18997,RECEIVE,ACK,AD,AB,0
19102,SEND,DATA,AB,AD,0
19183,RECEIVE,ACK,AD,AB,0
19361,SEND,DATA,AB,AD,10
19442,RECEIVE,ACK,AD,AB,0
19563,SEND,DATA,AB,AD,3
19644,RECEIVE,ACK,AD,AB,0
19822,SEND,DATA,AB,AD,10
19903,RECEIVE,ACK,AD,AB,0
20084,SEND,DATA,AB,AD,10
20165,RECEIVE,ACK,AD,AB,0
20288,SEND,DATA,AB,AD,3
20369,RECEIVE,ACK,AD,AB,0
20518,SEND,DATA,AB,AD,5
20599,RECEIVE,ACK,AD,AB,0
20694,SEND,DATA,AB,AD,0
20775,RECEIVE,ACK,AD,AB,0
20870,SEND,DATA,AB,AD,0
20951,RECEIVE,ACK,AD,AB,0
21048,SEND,DATA,AB,AD,0
21129,RECEIVE,ACK,AD,AB,0
21273,SEND,DATA,AB,AD,6
21354,RECEIVE,ACK,AD,AB,0
21475,SEND,DATA,AB,AD,3
21556,RECEIVE,ACK,AD,AB,0
21654,SEND,DATA,AB,AD,0
21735,RECEIVE,ACK,AD,AB,0
21832,SEND,DATA,AB,AD,0
21913,RECEIVE,ACK,AD,AB,0
22090,SEND,DATA,AB,AD,10
22171,RECEIVE,ACK,AD,AB,0
22348,SEND,DATA,AB,AD,10
22429,RECEIVE,ACK,AD,AB,0
22527,SEND,DATA,AB,AD,0
22608,RECEIVE,ACK,AD,AB,0
22770,SEND,DATA,AB,AD,8
22851,RECEIVE,ACK,AD,AB,0
22958,SEND,DATA,AB,AD,1
23039,RECEIVE,ACK,AD,AB,0
23135,SEND,DATA,AB,AD,0
23216,RECEIVE,ACK,AD,AB,0
23394,SEND,DATA,AB,AD,10
23653,SEND,DATA_RETRY,AB,AD,10
23734,RECEIVE,ACK,AD,AB,0
23832,SEND,DATA,AB,AD,0
23913,RECEIVE,ACK,AD,AB,0
24012,SEND,DATA,AB,AD,0
24093,RECEIVE,ACK,AD,AB,0
24191,SEND,DATA,AB,AD,0
24272,RECEIVE,ACK,AD,AB,0
24451,SEND,DATA,AB,AD,10
24532,RECEIVE,ACK,AD,AB,0
24712,SEND,DATA,AB,AD,10
