# delay [ms], bytes_sent
81,1
265,0
81,1
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,1
81,0
264,0
81,1
81,0
81,1
269,1
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,1
271,1
81,1
81,1
81,1
81,0
267,0
81,0
81,0
81,0
81,1
81,0
81,0
264,0
81,0
81,0
81,1
265,0
266,0
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
263,0
81,0
263,0
81,1
81,0
81,0
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
447,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
273,1
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,0
269,1
81,0
81,1
81,0
81,1
81,0
81,1
81,0
267,0
81,0
81,0
81,1
81,0
81,0
81,0
267,0
81,0
81,0
81,0
81,1
260,0
81,0
81,1
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
263,0
81,0
81,1
469,1
81,0
81,1
81,1
81,0
272,1
81,1
81,0
81,1
81,1
81,0
81,0
81,0
262,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,1
81,0
262,0
81,0
81,0
81,0
81,0
81,0
266,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
263,0
81,0
81,0
81,0
81,0
267,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,1
