# timestamp [ms], type, package_type, source, dest, package_size
582,SEND,DATA,AB,AD,1
663,RECEIVE,ACK,AD,AB,0
758,SEND,DATA,AB,AD,0
839,RECEIVE,ACK,AD,AB,0
936,SEND,DATA,AB,AD,0
1017,RECEIVE,ACK,AD,AB,0
1115,SEND,DATA,AB,AD,0
1196,RECEIVE,ACK,AD,AB,0
1301,SEND,DATA,AB,AD,1
1382,RECEIVE,ACK,AD,AB,0
1480,SEND,DATA,AB,AD,0
1561,RECEIVE,ACK,AD,AB,0
1670,SEND,DATA,AB,AD,1
1751,RECEIVE,ACK,AD,AB,0
1858,SEND,DATA,AB,AD,1
1939,RECEIVE,ACK,AD,AB,0
2046,SEND,DATA,AB,AD,1
2127,RECEIVE,ACK,AD,AB,0
2233,SEND,DATA,AB,AD,1
2314,RECEIVE,ACK,AD,AB,0
2411,SEND,DATA,AB,AD,0
2492,RECEIVE,ACK,AD,AB,0
2598,SEND,DATA,AB,AD,1
2679,RECEIVE,ACK,AD,AB,0
2785,SEND,DATA,AB,AD,1
2866,RECEIVE,ACK,AD,AB,0
2973,SEND,DATA,AB,AD,1
3054,RECEIVE,ACK,AD,AB,0
3162,SEND,DATA,AB,AD,1
3354,SEND,DATA_RETRY,AB,AD,1
3435,RECEIVE,ACK,AD,AB,0
3543,SEND,DATA,AB,AD,1
3624,RECEIVE,ACK,AD,AB,0
3721,SEND,DATA,AB,AD,0
3802,RECEIVE,ACK,AD,AB,0
3907,SEND,DATA,AB,AD,1
3988,RECEIVE,ACK,AD,AB,0
4084,SEND,DATA,AB,AD,0
4165,RECEIVE,ACK,AD,AB,0
4260,SEND,DATA,AB,AD,0
4341,RECEIVE,ACK,AD,AB,0
4438,SEND,DATA,AB,AD,0
4519,RECEIVE,ACK,AD,AB,0
4616,SEND,DATA,AB,AD,0
4697,RECEIVE,ACK,AD,AB,0
4802,SEND,DATA,AB,AD,1
4883,RECEIVE,ACK,AD,AB,0
4987,SEND,DATA,AB,AD,1
5068,RECEIVE,ACK,AD,AB,0
5166,SEND,DATA,AB,AD,0
5247,RECEIVE,ACK,AD,AB,0
5345,SEND,DATA,AB,AD,0
5426,RECEIVE,ACK,AD,AB,0
5521,SEND,DATA,AB,AD,0
5602,RECEIVE,ACK,AD,AB,0
5708,SEND,DATA,AB,AD,1
5789,RECEIVE,ACK,AD,AB,0
5896,SEND,DATA,AB,AD,1
5977,RECEIVE,ACK,AD,AB,0
6084,SEND,DATA,AB,AD,1
6165,RECEIVE,ACK,AD,AB,0
6271,SEND,DATA,AB,AD,1
6352,RECEIVE,ACK,AD,AB,0
6458,SEND,DATA,AB,AD,1
6539,RECEIVE,ACK,AD,AB,0
6637,SEND,DATA,AB,AD,0
6718,RECEIVE,ACK,AD,AB,0
6824,SEND,DATA,AB,AD,1
6905,RECEIVE,ACK,AD,AB,0
7000,SEND,DATA,AB,AD,0
7081,RECEIVE,ACK,AD,AB,0
7178,SEND,DATA,AB,AD,0
7259,RECEIVE,ACK,AD,AB,0
7366,SEND,DATA,AB,AD,1
7447,RECEIVE,ACK,AD,AB,0
7555,SEND,DATA,AB,AD,1
7636,RECEIVE,ACK,AD,AB,0
7740,SEND,DATA,AB,AD,1
7821,RECEIVE,ACK,AD,AB,0
7917,SEND,DATA,AB,AD,0
7998,RECEIVE,ACK,AD,AB,0
8095,SEND,DATA,AB,AD,0
8176,RECEIVE,ACK,AD,AB,0
8274,SEND,DATA,AB,AD,0
8355,RECEIVE,ACK,AD,AB,0
8459,SEND,DATA,AB,AD,1
8540,RECEIVE,ACK,AD,AB,0
8644,SEND,DATA,AB,AD,1
8725,RECEIVE,ACK,AD,AB,0
8820,SEND,DATA,AB,AD,0
8901,RECEIVE,ACK,AD,AB,0
8998,SEND,DATA,AB,AD,0
9079,RECEIVE,ACK,AD,AB,0
9176,SEND,DATA,AB,AD,0
9257,RECEIVE,ACK,AD,AB,0
9366,SEND,DATA,AB,AD,1
9447,RECEIVE,ACK,AD,AB,0
9545,SEND,DATA,AB,AD,0
9626,RECEIVE,ACK,AD,AB,0
9733,SEND,DATA,AB,AD,1
9814,RECEIVE,ACK,AD,AB,0
9919,SEND,DATA,AB,AD,1
10000,RECEIVE,ACK,AD,AB,0
10098,SEND,DATA,AB,AD,0
10179,RECEIVE,ACK,AD,AB,0
10276,SEND,DATA,AB,AD,0
10357,RECEIVE,ACK,AD,AB,0
10465,SEND,DATA,AB,AD,1
10546,RECEIVE,ACK,AD,AB,0
10645,SEND,DATA,AB,AD,0
10726,RECEIVE,ACK,AD,AB,0
10822,SEND,DATA,AB,AD,0
10903,RECEIVE,ACK,AD,AB,0
10998,SEND,DATA,AB,AD,0
11079,RECEIVE,ACK,AD,AB,0
11176,SEND,DATA,AB,AD,0
11257,RECEIVE,ACK,AD,AB,0
11355,SEND,DATA,AB,AD,0
11436,RECEIVE,ACK,AD,AB,0
11541,SEND,DATA,AB,AD,1
11622,RECEIVE,ACK,AD,AB,0
11719,SEND,DATA,AB,AD,0
11800,RECEIVE,ACK,AD,AB,0
11905,SEND,DATA,AB,AD,1
11986,RECEIVE,ACK,AD,AB,0
12082,SEND,DATA,AB,AD,0
