# delay [ms], bytes_sent
81,1
81,0
81,1
81,0
81,0
81,1
81,1
81,1
267,0
271,1
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
263,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,1
81,0
262,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
465,1
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
270,1
264,0
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,1
275,1
81,1
81,0
263,0
81,0
81,0
263,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
263,0
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
270,1
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,1
263,0
81,1
81,0
442,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,1
81,0
281,0
81,0
81,0
81,1
81,1
81,0
81,1
81,1
81,1
81,1
81,0
81,0
81,0
81,1
81,1
81,1
81,1
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,1
81,0
268,1
270,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
268,1
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,1
260,0
81,0
81,1
265,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
262,0
81,0
81,0
