# timestamp [ms], type, package_type, source, dest, package_size
579,SEND,DATA,AB,AD,1
660,RECEIVE,ACK,AD,AB,0
752,SEND,DATA,AB,AD,0
833,RECEIVE,ACK,AD,AB,0
935,SEND,DATA,AB,AD,1
1016,RECEIVE,ACK,AD,AB,0
1109,SEND,DATA,AB,AD,0
1285,SEND,DATA_RETRY,AB,AD,0
1366,RECEIVE,ACK,AD,AB,0
1458,SEND,DATA,AB,AD,0
1539,RECEIVE,ACK,AD,AB,0
1634,SEND,DATA,AB,AD,0
1715,RECEIVE,ACK,AD,AB,0
1817,SEND,DATA,AB,AD,1
1898,RECEIVE,ACK,AD,AB,0
1990,SEND,DATA,AB,AD,0
2071,RECEIVE,ACK,AD,AB,0
2179,SEND,DATA,AB,AD,1
2260,RECEIVE,ACK,AD,AB,0
2362,SEND,DATA,AB,AD,1
2443,RECEIVE,ACK,AD,AB,0
2546,SEND,DATA,AB,AD,1
2627,RECEIVE,ACK,AD,AB,0
2730,SEND,DATA,AB,AD,1
2811,RECEIVE,ACK,AD,AB,0
2915,SEND,DATA,AB,AD,1
2996,RECEIVE,ACK,AD,AB,0
3098,SEND,DATA,AB,AD,1
3179,RECEIVE,ACK,AD,AB,0
3281,SEND,DATA,AB,AD,1
3362,RECEIVE,ACK,AD,AB,0
3462,SEND,DATA,AB,AD,1
3543,RECEIVE,ACK,AD,AB,0
3646,SEND,DATA,AB,AD,1
3727,RECEIVE,ACK,AD,AB,0
3837,SEND,DATA,AB,AD,1
3918,RECEIVE,ACK,AD,AB,0
4020,SEND,DATA,AB,AD,1
4101,RECEIVE,ACK,AD,AB,0
4193,SEND,DATA,AB,AD,0
4274,RECEIVE,ACK,AD,AB,0
4374,SEND,DATA,AB,AD,1
4455,RECEIVE,ACK,AD,AB,0
4545,SEND,DATA,AB,AD,0
4626,RECEIVE,ACK,AD,AB,0
4729,SEND,DATA,AB,AD,1
4810,RECEIVE,ACK,AD,AB,0
4911,SEND,DATA,AB,AD,1
4992,RECEIVE,ACK,AD,AB,0
5084,SEND,DATA,AB,AD,0
5165,RECEIVE,ACK,AD,AB,0
5265,SEND,DATA,AB,AD,1
5346,RECEIVE,ACK,AD,AB,0
5438,SEND,DATA,AB,AD,0
5519,RECEIVE,ACK,AD,AB,0
5610,SEND,DATA,AB,AD,0
5691,RECEIVE,ACK,AD,AB,0
5784,SEND,DATA,AB,AD,0
5865,RECEIVE,ACK,AD,AB,0
5955,SEND,DATA,AB,AD,0
6036,RECEIVE,ACK,AD,AB,0
6137,SEND,DATA,AB,AD,1
6218,RECEIVE,ACK,AD,AB,0
6308,SEND,DATA,AB,AD,0
6389,RECEIVE,ACK,AD,AB,0
6479,SEND,DATA,AB,AD,0
6560,RECEIVE,ACK,AD,AB,0
6660,SEND,DATA,AB,AD,1
6741,RECEIVE,ACK,AD,AB,0
6831,SEND,DATA,AB,AD,0
6912,RECEIVE,ACK,AD,AB,0
7004,SEND,DATA,AB,AD,0
7085,RECEIVE,ACK,AD,AB,0
7190,SEND,DATA,AB,AD,1
7271,RECEIVE,ACK,AD,AB,0
7373,SEND,DATA,AB,AD,1
7454,RECEIVE,ACK,AD,AB,0
7557,SEND,DATA,AB,AD,1
7638,RECEIVE,ACK,AD,AB,0
7745,SEND,DATA,AB,AD,1
7826,RECEIVE,ACK,AD,AB,0
7928,SEND,DATA,AB,AD,1
8009,RECEIVE,ACK,AD,AB,0
8110,SEND,DATA,AB,AD,1
8191,RECEIVE,ACK,AD,AB,0
8283,SEND,DATA,AB,AD,0
8364,RECEIVE,ACK,AD,AB,0
8469,SEND,DATA,AB,AD,1
8550,RECEIVE,ACK,AD,AB,0
8651,SEND,DATA,AB,AD,1
8732,RECEIVE,ACK,AD,AB,0
8833,SEND,DATA,AB,AD,1
8914,RECEIVE,ACK,AD,AB,0
9007,SEND,DATA,AB,AD,0
9088,RECEIVE,ACK,AD,AB,0
9187,SEND,DATA,AB,AD,1
9268,RECEIVE,ACK,AD,AB,0
9373,SEND,DATA,AB,AD,1
9454,RECEIVE,ACK,AD,AB,0
9547,SEND,DATA,AB,AD,0
9628,RECEIVE,ACK,AD,AB,0
9720,SEND,DATA,AB,AD,0
9801,RECEIVE,ACK,AD,AB,0
9894,SEND,DATA,AB,AD,0
9975,RECEIVE,ACK,AD,AB,0
10073,SEND,DATA,AB,AD,1
10154,RECEIVE,ACK,AD,AB,0
10256,SEND,DATA,AB,AD,1
10337,RECEIVE,ACK,AD,AB,0
10429,SEND,DATA,AB,AD,0
10510,RECEIVE,ACK,AD,AB,0
10610,SEND,DATA,AB,AD,1
10691,RECEIVE,ACK,AD,AB,0
10783,SEND,DATA,AB,AD,0
10959,SEND,DATA_RETRY,AB,AD,0
11040,RECEIVE,ACK,AD,AB,0
11132,SEND,DATA,AB,AD,0
11309,SEND,DATA_RETRY,AB,AD,0
11390,RECEIVE,ACK,AD,AB,0
11483,SEND,DATA,AB,AD,0
11564,RECEIVE,ACK,AD,AB,0
11663,SEND,DATA,AB,AD,1
11744,RECEIVE,ACK,AD,AB,0
11847,SEND,DATA,AB,AD,1
11928,RECEIVE,ACK,AD,AB,0
12030,SEND,DATA,AB,AD,1
12111,RECEIVE,ACK,AD,AB,0
12212,SEND,DATA,AB,AD,1
12293,RECEIVE,ACK,AD,AB,0
12384,SEND,DATA,AB,AD,0
12465,RECEIVE,ACK,AD,AB,0
12555,SEND,DATA,AB,AD,0
12636,RECEIVE,ACK,AD,AB,0
12727,SEND,DATA,AB,AD,0
12808,RECEIVE,ACK,AD,AB,0
12900,SEND,DATA,AB,AD,0
12981,RECEIVE,ACK,AD,AB,0
13071,SEND,DATA,AB,AD,0
13249,SEND,DATA_RETRY,AB,AD,0
13330,RECEIVE,ACK,AD,AB,0
13433,SEND,DATA,AB,AD,1
13616,SEND,DATA_RETRY,AB,AD,1
13697,RECEIVE,ACK,AD,AB,0
13799,SEND,DATA,AB,AD,1
13880,RECEIVE,ACK,AD,AB,0
13974,SEND,DATA,AB,AD,0
14055,RECEIVE,ACK,AD,AB,0
14157,SEND,DATA,AB,AD,1
14238,RECEIVE,ACK,AD,AB,0
14329,SEND,DATA,AB,AD,0
14507,SEND,DATA_RETRY,AB,AD,0
14588,RECEIVE,ACK,AD,AB,0
14691,SEND,DATA,AB,AD,1
14772,RECEIVE,ACK,AD,AB,0
14874,SEND,DATA,AB,AD,1
14955,RECEIVE,ACK,AD,AB,0
15058,SEND,DATA,AB,AD,1
15139,RECEIVE,ACK,AD,AB,0
15240,SEND,DATA,AB,AD,1
15424,SEND,DATA_RETRY,AB,AD,1
15505,RECEIVE,ACK,AD,AB,0
15595,SEND,DATA,AB,AD,0
15676,RECEIVE,ACK,AD,AB,0
15778,SEND,DATA,AB,AD,1
15859,RECEIVE,ACK,AD,AB,0
15961,SEND,DATA,AB,AD,1
16042,RECEIVE,ACK,AD,AB,0
16145,SEND,DATA,AB,AD,1
16226,RECEIVE,ACK,AD,AB,0
16329,SEND,DATA,AB,AD,1
16410,RECEIVE,ACK,AD,AB,0
16511,SEND,DATA,AB,AD,1
16592,RECEIVE,ACK,AD,AB,0
16685,SEND,DATA,AB,AD,0
16766,RECEIVE,ACK,AD,AB,0
16867,SEND,DATA,AB,AD,1
16948,RECEIVE,ACK,AD,AB,0
17041,SEND,DATA,AB,AD,0
17122,RECEIVE,ACK,AD,AB,0
17222,SEND,DATA,AB,AD,1
17303,RECEIVE,ACK,AD,AB,0
17395,SEND,DATA,AB,AD,0
17476,RECEIVE,ACK,AD,AB,0
17568,SEND,DATA,AB,AD,0
17749,SEND,DATA_RETRY,AB,AD,0
17830,RECEIVE,ACK,AD,AB,0
17921,SEND,DATA,AB,AD,0
18002,RECEIVE,ACK,AD,AB,0
18093,SEND,DATA,AB,AD,0
18174,RECEIVE,ACK,AD,AB,0
18265,SEND,DATA,AB,AD,0
18346,RECEIVE,ACK,AD,AB,0
18436,SEND,DATA,AB,AD,0
18517,RECEIVE,ACK,AD,AB,0
18610,SEND,DATA,AB,AD,0
18691,RECEIVE,ACK,AD,AB,0
18792,SEND,DATA,AB,AD,1
18873,RECEIVE,ACK,AD,AB,0
18965,SEND,DATA,AB,AD,0
