# delay [ms], bytes_sent
81,1
81,1
81,0
81,1
81,0
81,0
81,1
81,0
263,0
81,1
81,1
81,1
81,1
81,1
81,1
81,0
261,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
261,0
81,0
260,0
81,1
81,1
81,0
81,0
81,1
81,1
81,0
81,1
81,1
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
265,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,0
81,1
81,1
81,1
81,1
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,1
81,1
81,1
81,0
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,0
268,1
81,1
81,1
81,1
81,0
269,1
81,0
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,1
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,1
