# delay [ms], bytes_sent
81,1
81,0
81,1
81,1
81,1
81,1
81,1
81,1
81,0
81,0
81,0
81,1
81,0
266,0
81,1
81,0
81,1
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,1
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
266,0
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,1
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,0
262,0
263,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,1
260,0
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,0
464,1
81,0
81,1
81,1
81,0
81,0
267,0
81,1
81,1
81,1
262,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
264,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
263,0
81,0
81,1
81,1
81,1
81,0
81,1
267,0
81,0
263,0
81,0
81,0
81,1
81,1
262,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
265,0
81,1
270,1
81,0
81,0
81,0
81,0
81,0
275,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
263,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,1
81,0
81,1
81,1
81,1
263,0
81,0
81,0
261,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
