# timestamp [ms], type, package_type, source, dest, package_size
1327,SEND,DATA,AD,AB,100
1408,RECEIVE,ACK,AB,AD,0
2231,SEND,DATA,AD,AB,90
2312,RECEIVE,ACK,AB,AD,0
2969,SEND,DATA,AD,AB,69
3050,RECEIVE,ACK,AB,AD,0
3890,SEND,DATA,AD,AB,92
3971,RECEIVE,ACK,AB,AD,0
4674,SEND,DATA,AD,AB,75
4755,RECEIVE,ACK,AB,AD,0
5532,SEND,DATA,AD,AB,84
5613,RECEIVE,ACK,AB,AD,0
6469,SEND,DATA,AD,AB,94
6550,RECEIVE,ACK,AB,AD,0
7333,SEND,DATA,AD,AB,85
7414,RECEIVE,ACK,AB,AD,0
8323,SEND,DATA,AD,AB,100
8404,RECEIVE,ACK,AB,AD,0
9300,SEND,DATA,AD,AB,99
9381,RECEIVE,ACK,AB,AD,0
10254,SEND,DATA,AD,AB,96
10335,RECEIVE,ACK,AB,AD,0
11014,SEND,DATA,AD,AB,72
11095,RECEIVE,ACK,AB,AD,0
11784,SEND,DATA,AD,AB,73
11865,RECEIVE,ACK,AB,AD,0
12772,SEND,DATA,AD,AB,100
12853,RECEIVE,ACK,AB,AD,0
13518,SEND,DATA,AD,AB,70
13599,RECEIVE,ACK,AB,AD,0
14441,SEND,DATA,AD,AB,92
14522,RECEIVE,ACK,AB,AD,0
15428,SEND,DATA,AD,AB,100
15509,RECEIVE,ACK,AB,AD,0
16263,SEND,DATA,AD,AB,81
16344,RECEIVE,ACK,AB,AD,0
17251,SEND,DATA,AD,AB,100
17332,RECEIVE,ACK,AB,AD,0
18044,SEND,DATA,AD,AB,76
18125,RECEIVE,ACK,AB,AD,0
18847,SEND,DATA,AD,AB,77
18928,RECEIVE,ACK,AB,AD,0
19833,SEND,DATA,AD,AB,100
19914,RECEIVE,ACK,AB,AD,0
20819,SEND,DATA,AD,AB,100
20900,RECEIVE,ACK,AB,AD,0
21702,SEND,DATA,AD,AB,87
21783,RECEIVE,ACK,AB,AD,0
22518,SEND,DATA,AD,AB,79
22599,RECEIVE,ACK,AB,AD,0
23490,SEND,DATA,AD,AB,98
23571,RECEIVE,ACK,AB,AD,0
24477,SEND,DATA,AD,AB,100
24558,RECEIVE,ACK,AB,AD,0
25320,SEND,DATA,AD,AB,82
25401,RECEIVE,ACK,AB,AD,0
26049,SEND,DATA,AD,AB,68
26130,RECEIVE,ACK,AB,AD,0
27038,SEND,DATA,AD,AB,100
27119,RECEIVE,ACK,AB,AD,0
28024,SEND,DATA,AD,AB,100
28105,RECEIVE,ACK,AB,AD,0
28923,SEND,DATA,AD,AB,89
29004,RECEIVE,ACK,AB,AD,0
29863,SEND,DATA,AD,AB,94
29944,RECEIVE,ACK,AB,AD,0
30819,SEND,DATA,AD,AB,96
30900,RECEIVE,ACK,AB,AD,0
31807,SEND,DATA,AD,AB,100
31888,RECEIVE,ACK,AB,AD,0
32795,SEND,DATA,AD,AB,100
32876,RECEIVE,ACK,AB,AD,0
33578,SEND,DATA,AD,AB,75
33659,RECEIVE,ACK,AB,AD,0
34567,SEND,DATA,AD,AB,100
34648,RECEIVE,ACK,AB,AD,0
35528,SEND,DATA,AD,AB,97
35609,RECEIVE,ACK,AB,AD,0
36451,SEND,DATA,AD,AB,92
36532,RECEIVE,ACK,AB,AD,0
37439,SEND,DATA,AD,AB,100
37520,RECEIVE,ACK,AB,AD,0
38429,SEND,DATA,AD,AB,100
38510,RECEIVE,ACK,AB,AD,0
39416,SEND,DATA,AD,AB,100
39497,RECEIVE,ACK,AB,AD,0
40217,SEND,DATA,AD,AB,77
40298,RECEIVE,ACK,AB,AD,0
41018,SEND,DATA,AD,AB,77
41099,RECEIVE,ACK,AB,AD,0
41817,SEND,DATA,AD,AB,77
41898,RECEIVE,ACK,AB,AD,0
42806,SEND,DATA,AD,AB,100
43787,SEND,DATA_RETRY,AD,AB,100
43868,RECEIVE,ACK,AB,AD,0
44775,SEND,DATA,AD,AB,100
44856,RECEIVE,ACK,AB,AD,0
45486,SEND,DATA,AD,AB,66
45567,RECEIVE,ACK,AB,AD,0
46248,SEND,DATA,AD,AB,72
46329,RECEIVE,ACK,AB,AD,0
47210,SEND,DATA,AD,AB,97
47291,RECEIVE,ACK,AB,AD,0
48029,SEND,DATA,AD,AB,79
48110,RECEIVE,ACK,AB,AD,0
49016,SEND,DATA,AD,AB,100
49097,RECEIVE,ACK,AB,AD,0
49907,SEND,DATA,AD,AB,88
49988,RECEIVE,ACK,AB,AD,0
50774,SEND,DATA,AD,AB,85
50855,RECEIVE,ACK,AB,AD,0
51601,SEND,DATA,AD,AB,80
51682,RECEIVE,ACK,AB,AD,0
52590,SEND,DATA,AD,AB,100
53573,SEND,DATA_RETRY,AD,AB,100
53654,RECEIVE,ACK,AB,AD,0
54454,SEND,DATA,AD,AB,87
54535,RECEIVE,ACK,AB,AD,0
55440,SEND,DATA,AD,AB,100
55521,RECEIVE,ACK,AB,AD,0
56386,SEND,DATA,AD,AB,95
56467,RECEIVE,ACK,AB,AD,0
57153,SEND,DATA,AD,AB,73
57234,RECEIVE,ACK,AB,AD,0
58077,SEND,DATA,AD,AB,92
58158,RECEIVE,ACK,AB,AD,0
58984,SEND,DATA,AD,AB,90
59065,RECEIVE,ACK,AB,AD,0
59900,SEND,DATA,AD,AB,91
59981,RECEIVE,ACK,AB,AD,0
60813,SEND,DATA,AD,AB,91
60894,RECEIVE,ACK,AB,AD,0
61632,SEND,DATA,AD,AB,79
61713,RECEIVE,ACK,AB,AD,0
62620,SEND,DATA,AD,AB,100
62701,RECEIVE,ACK,AB,AD,0
