# delay [ms], bytes_sent
81,10
81,8
81,7
81,0
81,6
81,2
81,10
81,10
81,6
81,10
81,0
81,0
81,0
81,10
81,10
81,10
81,0
81,10
81,9
81,0
81,10
81,2
81,5
81,4
81,0
81,0
345,10
81,10
81,4
81,0
81,10
81,0
81,0
81,10
81,3
81,10
81,10
81,10
81,0
81,0
81,10
81,9
81,0
81,8
81,0
81,9
81,0
81,9
81,0
81,0
81,9
81,0
81,0
261,0
81,0
81,10
81,0
81,0
81,0
81,4
81,0
81,0
81,10
81,8
81,0
81,10
81,0
81,0
81,7
81,10
81,0
81,10
81,0
81,0
81,0
340,10
81,0
81,10
344,10
81,0
81,10
81,0
81,0
81,6
81,0
81,0
81,0
81,0
81,10
81,0
81,10
81,0
81,10
81,8
81,0
81,10
81,0
81,0
81,6
81,10
264,0
81,0
81,0
81,10
81,10
81,10
81,0
81,10
81,10
81,0
81,10
81,0
81,0
81,9
81,0
81,0
81,0
81,6
81,10
81,0
81,0
81,10
81,10
81,0
81,0
81,10
81,0
81,10
81,10
282,2
81,0
81,9
81,10
81,0
81,0
81,0
81,0
81,10
81,4
81,10
81,4
81,0
81,0
81,0
81,0
81,10
81,0
81,0
81,10
81,0
81,1
81,0
81,0
81,0
81,10
81,0
81,8
81,8
81,0
81,0
81,0
264,0
267,0
81,0
81,0
81,0
81,9
81,0
81,0
81,0
81,10
81,10
81,10
81,10
81,0
81,10
81,0
81,4
81,10
81,0
81,0
81,0
81,6
81,0
81,0
81,0
81,0
81,0
81,10
275,1
81,0
81,0
81,0
81,1
81,0
345,10
81,10
81,10
81,0
81,0
265,0
81,0
81,10
81,0
266,0
81,0
81,10
81,10
324,8
81,10
81,10
81,10
81,0
81,1
81,10
81,10
81,0
262,0
81,10
81,10
81,0
81,0
81,0
81,0
288,3
81,0
81,8
81,0
81,0
81,0
81,1
81,0
81,0
81,6
81,0
81,1
81,1
81,0
81,10
81,0
81,0
264,0
81,10
81,10
81,0
81,0
81,0
81,0
81,10
81,10
81,5
81,0
81,0
81,0
81,0
81,2
81,1
81,0
81,7
81,10
81,0
81,0
81,0
81,10
81,3
81,0
81,0
81,0
340,10
81,10
269,1
81,0
81,0
81,10
81,0
81,0
81,5
81,10
81,4
81,0
81,10
