# delay [ms], bytes_sent
81,50
81,30
81,50
81,46
81,39
81,33
81,45
81,35
81,46
81,29
81,50
81,45
81,37
81,50
81,49
81,25
81,39
81,50
81,42
81,50
81,19
81,33
81,14
81,32
81,50
81,18
81,50
81,46
81,50
81,50
81,41
81,50
81,47
81,28
81,48
81,50
81,33
81,47
81,50
81,50
81,41
81,50
81,50
81,37
81,37
81,14
81,31
81,21
81,38
81,50
81,49
81,50
81,43
81,22
81,43
81,32
81,50
624,45
81,45
81,50
81,44
81,50
81,50
81,29
81,35
81,48
81,50
81,50
81,24
81,18
81,21
81,32
81,42
81,28
81,22
81,33
81,41
81,50
81,20
81,50
81,49
81,27
81,49
81,50
457,24
81,45
81,27
81,34
81,50
81,22
81,43
81,23
81,29
81,28
81,49
81,15
81,45
81,40
81,49
81,27
81,31
81,22
81,27
81,47
81,19
81,19
81,33
81,17
81,50
81,14
81,46
81,50
81,47
81,50
81,39
81,50
81,50
81,31
81,28
81,43
81,50
81,37
81,29
81,24
81,50
81,42
