# delay [ms], bytes_sent
81,50
81,35
81,40
81,17
81,24
81,50
81,48
81,50
81,50
81,34
81,30
81,50
81,33
81,50
81,18
81,50
81,21
81,28
81,50
81,36
81,36
81,50
81,31
81,50
81,50
81,32
81,47
409,18
81,50
81,19
81,50
81,50
81,16
81,49
81,50
81,29
81,50
81,34
81,48
81,48
81,49
81,50
81,43
81,45
81,50
81,50
81,40
81,35
81,50
81,50
81,50
81,44
81,30
81,29
81,36
81,49
81,40
81,50
81,50
81,43
81,50
81,21
81,50
81,23
81,50
81,31
81,50
81,24
81,20
646,48
81,23
81,44
81,50
81,50
81,50
81,19
81,30
81,20
81,17
81,50
81,50
81,22
81,50
81,32
81,50
81,30
81,37
81,26
81,38
81,43
621,45
81,28
81,49
81,23
81,19
81,20
81,48
81,49
81,37
81,50
81,29
81,50
81,38
81,43
81,43
81,44
450,23
661,50
81,50
81,39
81,50
81,22
81,50
81,50
81,42
81,38
81,46
81,39
81,34
81,39
81,35
