# delay [ms], bytes_sent
81,50
81,50
81,44
81,47
81,32
81,46
81,50
81,33
81,50
81,50
81,45
81,24
81,24
81,50
81,50
81,50
81,50
81,29
81,50
81,16
81,48
81,50
81,40
661,50
81,50
81,50
81,41
81,32
81,41
81,31
81,50
81,50
81,50
81,50
81,33
81,37
81,50
81,50
81,29
81,25
81,50
81,50
81,36
81,33
81,42
81,24
81,49
81,37
81,40
81,20
81,49
81,24
81,50
81,28
81,50
81,50
81,50
81,50
509,31
81,50
81,22
81,26
81,50
81,50
81,50
81,43
81,50
81,50
81,26
81,50
81,50
81,28
81,34
81,25
81,50
81,23
664,50
81,50
81,29
666,50
81,34
81,44
81,50
81,50
660,50
81,35
81,20
81,36
81,50
81,50
81,16
554,36
81,48
81,49
81,50
81,50
81,50
664,50
754,19
81,20
81,22
476,27
81,23
81,50
81,50
81,14
81,19
81,50
81,34
81,27
616,44
81,50
81,50
