# delay [ms], bytes_sent
81,50
81,35
81,50
81,33
81,28
81,36
81,50
81,29
81,50
81,39
81,34
81,50
81,50
81,50
81,50
81,50
81,50
81,46
81,20
81,17
81,50
81,48
81,40
81,37
81,49
81,50
81,35
81,42
81,50
81,50
81,50
81,38
81,40
81,50
81,50
81,50
81,50
82,50
81,49
81,34
81,30
81,46
81,28
81,50
81,48
81,47
81,19
81,47
81,50
81,38
81,50
81,15
81,33
81,26
81,15
81,19
81,19
81,50
81,50
81,32
81,46
81,50
81,34
81,50
81,43
81,50
81,35
81,19
81,50
81,28
81,19
81,32
81,50
81,50
81,31
81,43
81,47
81,17
81,50
81,41
81,38
81,50
81,47
81,18
81,20
81,50
81,50
81,50
81,19
81,50
81,50
81,50
81,23
81,43
81,30
81,31
81,17
81,39
81,31
81,50
81,50
81,24
81,38
81,50
81,43
81,50
81,35
81,34
81,14
81,17
81,50
81,16
81,50
81,42
81,29
81,46
81,41
81,28
81,22
81,50
81,40
81,36
81,50
81,35
81,49
81,34
