# delay [ms], bytes_sent
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,1
81,1
279,1
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,0
270,1
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
269,1
81,1
81,0
81,0
81,0
81,1
81,0
270,1
81,0
81,1
263,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,0
81,0
268,1
81,1
81,0
81,1
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,0
268,1
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,1
261,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
275,1
81,1
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,0
269,1
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,1
260,0
81,0
81,1
81,0
81,0
81,0
81,1
265,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,1
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,1
81,0
453,0
81,0
81,0
81,0
81,1
81,0
81,1
262,0
81,1
81,1
459,1
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,1
81,0
81,1
81,0
271,1
81,1
81,0
81,1
81,0
81,1
81,0
263,0
81,1
81,0
263,0
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,1
81,0
271,1
81,1
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,1
81,0
