# timestamp [ms], type, package_type, source, dest, package_size
1788,SEND,DATA,AB,AD,150
3174,SEND,DATA_RETRY,AB,AD,150
4558,SEND,DATA_RETRY,AB,AD,150
4639,RECEIVE,ACK,AD,AB,0
5951,SEND,DATA,AB,AD,150
7333,SEND,DATA_RETRY,AB,AD,150
8718,SEND,DATA_RETRY,AB,AD,150
8799,RECEIVE,ACK,AD,AB,0
9938,SEND,DATA,AB,AD,129
10019,RECEIVE,ACK,AD,AB,0
11329,SEND,DATA,AB,AD,150
11410,RECEIVE,ACK,AD,AB,0
12678,SEND,DATA,AB,AD,145
14020,SEND,DATA_RETRY,AB,AD,145
15361,SEND,DATA_RETRY,AB,AD,145
15442,RECEIVE,ACK,AD,AB,0
16761,SEND,DATA,AB,AD,150
18144,SEND,DATA_RETRY,AB,AD,150
19525,SEND,DATA_RETRY,AB,AD,150
19606,RECEIVE,ACK,AD,AB,0
20916,SEND,DATA,AB,AD,150
20997,RECEIVE,ACK,AD,AB,0
22307,SEND,DATA,AB,AD,150
23689,SEND,DATA_RETRY,AB,AD,150
25076,SEND,DATA_RETRY,AB,AD,150
25157,RECEIVE,ACK,AD,AB,0
26469,SEND,DATA,AB,AD,150
26550,RECEIVE,ACK,AD,AB,0
27861,SEND,DATA,AB,AD,150
27942,RECEIVE,ACK,AD,AB,0
29187,SEND,DATA,AB,AD,142
30506,SEND,DATA_RETRY,AB,AD,142
31826,SEND,DATA_RETRY,AB,AD,142
31907,RECEIVE,ACK,AD,AB,0
33111,SEND,DATA,AB,AD,137
33192,RECEIVE,ACK,AD,AB,0
34518,SEND,DATA,AB,AD,150
35899,SEND,DATA_RETRY,AB,AD,150
37283,SEND,DATA_RETRY,AB,AD,150
38677,SEND,DATA_RETRY,AB,AD,150
40074,SEND,DATA,AB,AD,150
41458,SEND,DATA_RETRY,AB,AD,150
42852,SEND,DATA_RETRY,AB,AD,150
44234,SEND,DATA_RETRY,AB,AD,150
45640,SEND,DATA,AB,AD,150
47023,SEND,DATA_RETRY,AB,AD,150
47104,RECEIVE,ACK,AD,AB,0
48155,SEND,DATA,AB,AD,118
49280,SEND,DATA_RETRY,AB,AD,118
50409,SEND,DATA_RETRY,AB,AD,118
51546,SEND,DATA_RETRY,AB,AD,118
52956,SEND,DATA,AB,AD,150
54350,SEND,DATA_RETRY,AB,AD,150
54431,RECEIVE,ACK,AD,AB,0
55692,SEND,DATA,AB,AD,144
57024,SEND,DATA_RETRY,AB,AD,144
57105,RECEIVE,ACK,AD,AB,0
58375,SEND,DATA,AB,AD,145
58456,RECEIVE,ACK,AD,AB,0
59750,SEND,DATA,AB,AD,148
59831,RECEIVE,ACK,AD,AB,0
61068,SEND,DATA,AB,AD,141
61149,RECEIVE,ACK,AD,AB,0
62460,SEND,DATA,AB,AD,150
62541,RECEIVE,ACK,AD,AB,0
