# delay [ms], bytes_sent
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,0
82,0
81,0
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,1
81,1
81,1
81,0
81,1
81,0
81,0
82,0
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,1
81,1
81,0
81,1
81,1
81,0
82,0
81,1
81,0
82,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,0
81,0
81,1
81,0
81,0
82,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
