# delay [ms], bytes_sent
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,0
82,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
82,1
81,0
81,0
81,1
81,1
83,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,1
81,0
82,1
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
82,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
82,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
82,0
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,1
82,0
81,1
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,1
82,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
83,0
81,1
81,1
81,0
81,1
81,0
81,0
81,1
81,0
82,0
81,1
81,0
81,1
81,0
81,1
81,1
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,1
81,1
81,1
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,1
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,0
81,0
84,0
81,0
