# timestamp [ms], type, package_type, source, dest, package_size
583,SEND,DATA,AB,AD,1
664,RECEIVE,ACK,AD,AB,0
779,SEND,DATA,AB,AD,1
860,RECEIVE,ACK,AD,AB,0
978,SEND,DATA,AB,AD,1
1059,RECEIVE,ACK,AD,AB,0
1164,SEND,DATA,AB,AD,0
1245,RECEIVE,ACK,AD,AB,0
1362,SEND,DATA,AB,AD,1
1443,RECEIVE,ACK,AD,AB,0
1548,SEND,DATA,AB,AD,0
1629,RECEIVE,ACK,AD,AB,0
1746,SEND,DATA,AB,AD,1
1827,RECEIVE,ACK,AD,AB,0
1933,SEND,DATA,AB,AD,0
2014,RECEIVE,ACK,AD,AB,0
2127,SEND,DATA,AB,AD,1
2208,RECEIVE,ACK,AD,AB,0
2315,SEND,DATA,AB,AD,0
2396,RECEIVE,ACK,AD,AB,0
2504,SEND,DATA,AB,AD,0
2585,RECEIVE,ACK,AD,AB,0
2700,SEND,DATA,AB,AD,1
2781,RECEIVE,ACK,AD,AB,0
2898,SEND,DATA,AB,AD,1
2979,RECEIVE,ACK,AD,AB,0
3095,SEND,DATA,AB,AD,1
3176,RECEIVE,ACK,AD,AB,0
3292,SEND,DATA,AB,AD,1
3373,RECEIVE,ACK,AD,AB,0
3488,SEND,DATA,AB,AD,1
3569,RECEIVE,ACK,AD,AB,0
3684,SEND,DATA,AB,AD,1
3765,RECEIVE,ACK,AD,AB,0
3884,SEND,DATA,AB,AD,1
3965,RECEIVE,ACK,AD,AB,0
4072,SEND,DATA,AB,AD,0
4153,RECEIVE,ACK,AD,AB,0
4259,SEND,DATA,AB,AD,0
4340,RECEIVE,ACK,AD,AB,0
4448,SEND,DATA,AB,AD,0
4529,RECEIVE,ACK,AD,AB,0
4637,SEND,DATA,AB,AD,0
4718,RECEIVE,ACK,AD,AB,0
4834,SEND,DATA,AB,AD,1
4915,RECEIVE,ACK,AD,AB,0
5031,SEND,DATA,AB,AD,1
5112,RECEIVE,ACK,AD,AB,0
5217,SEND,DATA,AB,AD,0
5298,RECEIVE,ACK,AD,AB,0
5413,SEND,DATA,AB,AD,1
5494,RECEIVE,ACK,AD,AB,0
5610,SEND,DATA,AB,AD,1
5691,RECEIVE,ACK,AD,AB,0
5807,SEND,DATA,AB,AD,1
5888,RECEIVE,ACK,AD,AB,0
5993,SEND,DATA,AB,AD,0
6074,RECEIVE,ACK,AD,AB,0
6191,SEND,DATA,AB,AD,1
6272,RECEIVE,ACK,AD,AB,0
6380,SEND,DATA,AB,AD,0
6461,RECEIVE,ACK,AD,AB,0
6566,SEND,DATA,AB,AD,0
6647,RECEIVE,ACK,AD,AB,0
6762,SEND,DATA,AB,AD,1
6843,RECEIVE,ACK,AD,AB,0
6960,SEND,DATA,AB,AD,1
7041,RECEIVE,ACK,AD,AB,0
7149,SEND,DATA,AB,AD,0
7230,RECEIVE,ACK,AD,AB,0
7335,SEND,DATA,AB,AD,0
7416,RECEIVE,ACK,AD,AB,0
7522,SEND,DATA,AB,AD,0
