# timestamp [ms], type, package_type, source, dest, package_size
925,SEND,DATA,AD,AB,50
1504,SEND,DATA_RETRY,AD,AB,50
2097,SEND,DATA_RETRY,AD,AB,50
2687,SEND,DATA_RETRY,AD,AB,50
3279,SEND,DATA,AD,AB,50
3871,SEND,DATA_RETRY,AD,AB,50
4455,SEND,DATA_RETRY,AD,AB,50
5042,SEND,DATA_RETRY,AD,AB,50
5641,SEND,DATA,AD,AB,50
6224,SEND,DATA_RETRY,AD,AB,50
6805,SEND,DATA_RETRY,AD,AB,50
7384,SEND,DATA_RETRY,AD,AB,50
7985,SEND,DATA,AD,AB,50
8564,SEND,DATA_RETRY,AD,AB,50
9151,SEND,DATA_RETRY,AD,AB,50
9740,SEND,DATA_RETRY,AD,AB,50
10340,SEND,DATA,AD,AB,50
10927,SEND,DATA_RETRY,AD,AB,50
11518,SEND,DATA_RETRY,AD,AB,50
12098,SEND,DATA_RETRY,AD,AB,50
12699,SEND,DATA,AD,AB,50
13291,SEND,DATA_RETRY,AD,AB,50
13873,SEND,DATA_RETRY,AD,AB,50
14458,SEND,DATA_RETRY,AD,AB,50
15056,SEND,DATA,AD,AB,50
15644,SEND,DATA_RETRY,AD,AB,50
16223,SEND,DATA_RETRY,AD,AB,50
16803,SEND,DATA_RETRY,AD,AB,50
17402,SEND,DATA,AD,AB,50
17993,SEND,DATA_RETRY,AD,AB,50
18585,SEND,DATA_RETRY,AD,AB,50
19178,SEND,DATA_RETRY,AD,AB,50
19778,SEND,DATA,AD,AB,50
20365,SEND,DATA_RETRY,AD,AB,50
20956,SEND,DATA_RETRY,AD,AB,50
21547,SEND,DATA_RETRY,AD,AB,50
22142,SEND,DATA,AD,AB,50
22735,SEND,DATA_RETRY,AD,AB,50
23322,SEND,DATA_RETRY,AD,AB,50
23914,SEND,DATA_RETRY,AD,AB,50
24506,SEND,DATA,AD,AB,50
25095,SEND,DATA_RETRY,AD,AB,50
25678,SEND,DATA_RETRY,AD,AB,50
26268,SEND,DATA_RETRY,AD,AB,50
26864,SEND,DATA,AD,AB,50
27456,SEND,DATA_RETRY,AD,AB,50
28046,SEND,DATA_RETRY,AD,AB,50
28636,SEND,DATA_RETRY,AD,AB,50
29238,SEND,DATA,AD,AB,50
29819,SEND,DATA_RETRY,AD,AB,50
30408,SEND,DATA_RETRY,AD,AB,50
30996,SEND,DATA_RETRY,AD,AB,50
31594,SEND,DATA,AD,AB,50
32181,SEND,DATA_RETRY,AD,AB,50
32763,SEND,DATA_RETRY,AD,AB,50
33354,SEND,DATA_RETRY,AD,AB,50
33945,SEND,DATA,AD,AB,50
34537,SEND,DATA_RETRY,AD,AB,50
35126,SEND,DATA_RETRY,AD,AB,50
35712,SEND,DATA_RETRY,AD,AB,50
36316,SEND,DATA,AD,AB,50
36903,SEND,DATA_RETRY,AD,AB,50
37485,SEND,DATA_RETRY,AD,AB,50
38066,SEND,DATA_RETRY,AD,AB,50
38665,SEND,DATA,AD,AB,50
39251,SEND,DATA_RETRY,AD,AB,50
39845,SEND,DATA_RETRY,AD,AB,50
40438,SEND,DATA_RETRY,AD,AB,50
41030,SEND,DATA,AD,AB,50
41610,SEND,DATA_RETRY,AD,AB,50
42191,SEND,DATA_RETRY,AD,AB,50
42770,SEND,DATA_RETRY,AD,AB,50
43372,SEND,DATA,AD,AB,50
43951,SEND,DATA_RETRY,AD,AB,50
44541,SEND,DATA_RETRY,AD,AB,50
45126,SEND,DATA_RETRY,AD,AB,50
45725,SEND,DATA,AD,AB,50
46319,SEND,DATA_RETRY,AD,AB,50
46906,SEND,DATA_RETRY,AD,AB,50
47496,SEND,DATA_RETRY,AD,AB,50
48095,SEND,DATA,AD,AB,50
48674,SEND,DATA_RETRY,AD,AB,50
49262,SEND,DATA_RETRY,AD,AB,50
49847,SEND,DATA_RETRY,AD,AB,50
50435,SEND,DATA,AD,AB,50
51021,SEND,DATA_RETRY,AD,AB,50
51609,SEND,DATA_RETRY,AD,AB,50
52192,SEND,DATA_RETRY,AD,AB,50
52781,SEND,DATA,AD,AB,50
53360,SEND,DATA_RETRY,AD,AB,50
53950,SEND,DATA_RETRY,AD,AB,50
54532,SEND,DATA_RETRY,AD,AB,50
55127,SEND,DATA,AD,AB,50
55713,SEND,DATA_RETRY,AD,AB,50
56295,SEND,DATA_RETRY,AD,AB,50
56879,SEND,DATA_RETRY,AD,AB,50
57479,SEND,DATA,AD,AB,50
58059,SEND,DATA_RETRY,AD,AB,50
58646,SEND,DATA_RETRY,AD,AB,50
59225,SEND,DATA_RETRY,AD,AB,50
59828,SEND,DATA,AD,AB,50
60421,SEND,DATA_RETRY,AD,AB,50
61011,SEND,DATA_RETRY,AD,AB,50
61602,SEND,DATA_RETRY,AD,AB,50
62194,SEND,DATA,AD,AB,50
62787,SEND,DATA_RETRY,AD,AB,50
