# timestamp [ms], type, package_type, source, dest, package_size
2173,SEND,DATA,AB,AD,197
3939,SEND,DATA_RETRY,AB,AD,197
4021,RECEIVE,ACK,AD,AB,0
5738,SEND,DATA,AB,AD,197
5820,RECEIVE,ACK,AD,AB,0
7524,SEND,DATA,AB,AD,197
9293,SEND,DATA_RETRY,AB,AD,197
9375,RECEIVE,ACK,AD,AB,0
11077,SEND,DATA,AB,AD,197
12849,SEND,DATA_RETRY,AB,AD,197
12931,RECEIVE,ACK,AD,AB,0
14633,SEND,DATA,AB,AD,197
14715,RECEIVE,ACK,AD,AB,0
16310,SEND,DATA,AB,AD,184
17979,SEND,DATA_RETRY,AB,AD,184
18061,RECEIVE,ACK,AD,AB,0
19766,SEND,DATA,AB,AD,197
21537,SEND,DATA_RETRY,AB,AD,197
23306,SEND,DATA_RETRY,AB,AD,197
25072,SEND,DATA_RETRY,AB,AD,197
25154,RECEIVE,ACK,AD,AB,0
26766,SEND,DATA,AB,AD,186
28450,SEND,DATA_RETRY,AB,AD,186
30134,SEND,DATA_RETRY,AB,AD,186
31823,SEND,DATA_RETRY,AB,AD,186
31905,RECEIVE,ACK,AD,AB,0
33604,SEND,DATA,AB,AD,197
33686,RECEIVE,ACK,AD,AB,0
35389,SEND,DATA,AB,AD,197
37160,SEND,DATA_RETRY,AB,AD,197
38937,SEND,DATA_RETRY,AB,AD,197
40710,SEND,DATA_RETRY,AB,AD,197
40792,RECEIVE,ACK,AD,AB,0
42281,SEND,DATA,AB,AD,171
43840,SEND,DATA_RETRY,AB,AD,171
45401,SEND,DATA_RETRY,AB,AD,171
46968,SEND,DATA_RETRY,AB,AD,171
48770,SEND,DATA,AB,AD,197
50542,SEND,DATA_RETRY,AB,AD,197
52322,SEND,DATA_RETRY,AB,AD,197
54091,SEND,DATA_RETRY,AB,AD,197
54173,RECEIVE,ACK,AD,AB,0
55746,SEND,DATA,AB,AD,181
55828,RECEIVE,ACK,AD,AB,0
57401,SEND,DATA,AB,AD,181
57482,RECEIVE,ACK,AD,AB,0
59185,SEND,DATA,AB,AD,197
60952,SEND,DATA_RETRY,AB,AD,197
62727,SEND,DATA_RETRY,AB,AD,197
62809,RECEIVE,ACK,AD,AB,0
