# timestamp [ms], type, package_type, source, dest, package_size
974,SEND,DATA,AB,AD,50
1055,RECEIVE,ACK,AD,AB,0
1559,SEND,DATA,AB,AD,50
1640,RECEIVE,ACK,AD,AB,0
2144,SEND,DATA,AB,AD,50
2730,SEND,DATA_RETRY,AB,AD,50
2811,RECEIVE,ACK,AD,AB,0
3207,SEND,DATA,AB,AD,37
3288,RECEIVE,ACK,AD,AB,0
3790,SEND,DATA,AB,AD,50
3871,RECEIVE,ACK,AD,AB,0
4374,SEND,DATA,AB,AD,50
4455,RECEIVE,ACK,AD,AB,0
4958,SEND,DATA,AB,AD,50
5541,SEND,DATA_RETRY,AB,AD,50
5622,RECEIVE,ACK,AD,AB,0
6099,SEND,DATA,AB,AD,47
6180,RECEIVE,ACK,AD,AB,0
6684,SEND,DATA,AB,AD,50
6765,RECEIVE,ACK,AD,AB,0
7275,SEND,DATA,AB,AD,50
7356,RECEIVE,ACK,AD,AB,0
7697,SEND,DATA,AB,AD,30
7778,RECEIVE,ACK,AD,AB,0
8281,SEND,DATA,AB,AD,50
8362,RECEIVE,ACK,AD,AB,0
8638,SEND,DATA,AB,AD,21
8719,RECEIVE,ACK,AD,AB,0
9223,SEND,DATA,AB,AD,50
9304,RECEIVE,ACK,AD,AB,0
9807,SEND,DATA,AB,AD,50
9888,RECEIVE,ACK,AD,AB,0
10392,SEND,DATA,AB,AD,50
10473,RECEIVE,ACK,AD,AB,0
10977,SEND,DATA,AB,AD,50
11058,RECEIVE,ACK,AD,AB,0
11563,SEND,DATA,AB,AD,50
12149,SEND,DATA_RETRY,AB,AD,50
12230,RECEIVE,ACK,AD,AB,0
12733,SEND,DATA,AB,AD,50
12814,RECEIVE,ACK,AD,AB,0
13314,SEND,DATA,AB,AD,50
13395,RECEIVE,ACK,AD,AB,0
13899,SEND,DATA,AB,AD,50
13980,RECEIVE,ACK,AD,AB,0
14417,SEND,DATA,AB,AD,42
14936,SEND,DATA_RETRY,AB,AD,42
15017,RECEIVE,ACK,AD,AB,0
15518,SEND,DATA,AB,AD,50
15599,RECEIVE,ACK,AD,AB,0
16028,SEND,DATA,AB,AD,41
