# delay [ms], bytes_sent
81,50
83,49
81,30
81,48
82,34
81,50
81,50
81,46
82,20
81,48
81,50
81,50
82,47
81,50
81,23
81,19
81,50
81,50
81,29
81,50
81,50
81,37
81,50
81,15
81,46
81,18
81,27
81,47
81,50
82,36
81,50
81,50
81,32
81,50
81,21
81,50
81,23
81,50
81,31
81,50
81,48
81,50
81,50
81,50
81,24
81,23
81,34
81,39
81,47
81,50
81,40
81,46
81,44
81,50
81,24
81,50
81,14
81,50
81,21
81,50
81,43
81,50
81,50
81,42
81,45
81,37
81,50
81,31
81,30
81,15
81,47
81,18
81,46
81,25
81,50
81,44
82,50
81,49
81,42
81,29
81,50
81,21
81,22
81,34
81,44
81,35
81,33
81,49
81,42
81,43
81,39
84,36
81,41
81,50
81,50
81,50
81,50
81,50
81,37
82,50
81,30
81,43
81,50
81,26
81,50
81,45
81,17
81,23
81,17
81,50
81,33
81,25
81,16
81,20
81,50
83,31
81,50
81,50
81,13
81,50
81,50
81,50
81,50
81,24
81,22
